strain,Gene,ratio_result_nq:06_12_12_12:0428-0027:0.022806:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:06_12_14_46:0986-0033:0.035816:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:06_12_21_63:0329-0187a:0.002197:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_01_18_94:0109-0187:0.0424:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_01_24_30:0443-0269:0.128823:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_02_06_64:0850-0284:0.11164:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_02_23_23:0850-0259:0.0409225:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_12_04_5-5:3492-0019:0.172:mM::::5_20:heho_060929_012807:YPD pH7,ratio_result_nq:08_01_10_6-21:1315-0399:0.119:mM::::5_20:heho_060929_012807:YPD pH7,ratio_result_nq:08_03_25_8-53:0958-0254:0.0926:mM::::5_20:heho_060929_012807:YPD pH7,ratio_result_nq:08_06_04_9-84:1120-0002:2.07:uM::::5_20:heho_060929_012807:YPD pH7,essential,zygosity
YGL004C,RPN14,-0.266376,-0.0634084,-0.0496217,-0.43522,-0.168232,0.0384636,0.0480422,0.0287739,-0.0528444,0.0600275,0.00374158,no,hom
YGL005C,COG7,0.0674102,-0.164881,0.104558,0.893692,-0.0807432,0.66111,0.353699,0.435926,0.921495,1.00428,-0.108423,no,hom
YGL006W,PMC1,-0.133415,-0.168107,-0.00205732,-0.192151,-0.188034,0.0401501,-0.140451,-0.157858,-0.0524923,-0.0302747,-0.0867203,no,hom
YGL006W-A,YGL006W-A,-0.143831,0.0101507,-0.0307384,-0.0871256,-0.147326,0.144358,-0.152581,-0.058879,0.163448,0.0010381,0.13636,no,hom
YGL007C-A,YGL007C-A,-0.436038,0.369989,0.307845,0.495278,0.378807,0.735284,-0.998028,,,,,no,hom
YGL007W,BRP1,0.57847,0.143025,0.63063,-0.0413287,0.319018,0.276246,0.840892,0.355422,0.0829771,0.609016,-0.205934,no,hom
YGL008C,PMA1,0.166713,-0.181136,-0.059724,0.0909493,-0.0070183,-0.122995,-0.109079,-0.229473,-0.142624,0.115751,-0.24494,yes,het
YGL009C,LEU1,-0.169017,-0.0508912,-0.0908549,-0.0501478,-0.059262,0.109815,-0.0852476,0.0393613,-0.0232389,0.0269573,-0.158398,no,hom
YGL010W,YGL010W,-0.0871332,-0.0714719,0.0763877,-0.0710573,-0.0444675,-0.00879606,-0.0250679,0.113618,0.0118067,0.0613296,0.0041751,no,hom
YGL011C,SCL1,-0.491783,0.256746,0.321735,-0.0164396,-0.0144346,0.277353,0.344509,0.346284,0.0503192,-0.00441142,-0.797008,yes,het
YGL012W,ERG4,0.315878,0.256637,0.325661,0.233502,0.022806,0.174556,0.18182,2.39266,0.186903,0.0845163,0.243022,no,hom
YGL013C,PDR1,-0.230935,-0.100059,0.180513,-0.177125,0.0407827,-0.146115,0.0417717,2.03846,-0.00783343,0.2347,0.142725,no,hom
YGL014W,PUF4,0.0256924,-0.0474651,-0.102616,-0.160856,-0.018991,-0.249783,-0.11344,-0.142751,-0.193935,-0.0427405,0.0224095,no,hom
YGL015C,YGL015C,-0.12949,-0.0963531,-0.011175,-0.108577,0.0272209,0.00202166,-0.0399678,0.0604225,-0.0146813,-0.057263,-0.00116635,no,hom
YGL016W,KAP122,-0.0576077,0.0011032,0.0120847,0.0375502,-0.0711059,-0.00784487,0.00380989,0.0688331,-0.071008,0.0791736,0.370602,no,hom
YGL017W,ATE1,-0.124639,-0.183316,-0.0569081,-0.0152825,-0.0416025,0.0210362,-0.163817,0.0681276,-0.0526668,-0.144269,-0.0927128,no,hom
YGL018C,JAC1,-0.184263,-0.0218985,0.149606,-0.121746,-0.0794599,0.129458,0.0162144,-0.0397169,-0.0946127,-0.111025,0.357309,yes,het
YGL019W,CKB1,-0.216019,-0.146439,0.179169,-0.0707377,-0.0383301,-0.170459,0.0742588,0.0582408,-0.0100283,0.126726,0.373731,no,hom
YGL020C,GET1,0.801716,-0.278736,0.323187,0.887611,0.143885,0.571149,0.306021,-0.221923,0.916783,0.131008,0.112756,no,hom
YGL021W,ALK1,-0.145717,-0.0588184,0.0119338,-0.10209,-0.0612768,0.0983014,-0.123305,0.0223344,0.00525359,0.00585665,-0.0212127,no,hom
YGL022W,STT3,-0.121672,0.148432,0.0223134,-0.0984443,-0.18838,-0.0965199,-0.0551275,-0.0023833,-0.0586322,-0.0380804,0.131547,yes,het
YGL023C,PIB2,-1.83472,-0.305157,0.416132,-2.05107,-0.300896,0.678187,1.89149,-0.534595,-0.159618,,,no,hom
YGL023C,PIB2,-0.47405,-0.10167,-0.0808696,-0.104932,-0.105047,0.226063,-0.172308,-0.0184614,0.0723456,0.256655,0.0943609,no,hom
YGL024W,YGL024W,-0.24475,-0.447108,0.032566,-0.0141895,0.204402,0.0870916,0.816374,-0.461629,-0.0652011,-0.0720885,-0.946876,no,het
YGL025C,PGD1,0.796912,-0.404572,0.0470843,-0.301574,-0.305154,0.0209999,-0.509655,1.40326,-0.0441957,-0.0759426,-0.499339,no,hom
YGL026C,TRP5,-0.131219,0.81712,0.0391348,0.0979694,0.0381528,0.777749,-0.190129,0.223254,0.427531,0.219569,0.114054,no,hom
YGL027C,CWH41,0.448417,-0.0819553,-0.00534815,-0.0182477,-0.063692,0.0101018,0.0159157,-0.114362,0.012223,-0.00839087,-0.206301,no,hom
YGL028C,SCW11,-0.162948,-0.246724,0.104392,-0.399314,-0.125501,-0.126646,-0.266167,-0.427183,0.147209,-0.171809,-0.0087095,no,hom
YGL029W,CGR1,-0.115105,-0.157083,0.0496941,0.108868,-0.0477657,-0.0165388,-0.435565,-0.17927,-0.184672,-0.109221,0.0289871,no,het
YGL030W,RPL30,-0.226537,0.0427968,-0.718043,-0.572239,-0.418099,-1.53951,-2.18693,-1.04316,-0.697236,-0.795632,-2.34791,yes,het
YGL031C,RPL24A,-0.59385,0.20495,-0.35847,0.0192591,-0.320991,-0.280683,-0.631918,-0.603557,-0.0451577,-0.200972,0.040776,no,hom
YGL032C,AGA2,0.0823748,-0.0542124,-0.106171,-0.107377,-0.0280171,-0.116114,-0.0655918,0.0800094,0.0284337,0.0854365,0.160105,no,hom
YGL032C,AGA2,-0.0633175,0.00358675,0.0996353,0.00210628,0.0360727,0.0428105,-0.0890553,0.0141182,0.0198386,0.0968803,-0.0134647,no,hom
YGL033W,HOP2,0.0283301,-0.0206699,0.0665082,0.0868242,0.0915589,-0.0901207,-0.0707828,-0.0716588,-0.00621573,-0.123483,-0.0216663,no,hom
YGL033W,HOP2,-0.043298,-0.172249,-0.0333758,-0.10903,-0.0315602,0.00220764,0.544166,-0.0902695,0.00155433,-0.0692389,0.229679,no,hom
YGL034C,YGL034C,-0.231144,-0.0165789,-0.0554516,-0.290404,-0.0800555,-0.0258106,-0.144649,0.264518,0.0847867,-0.146434,0.0856582,no,hom
YGL035C,MIG1,0.0144261,0.0342737,0.0405589,-0.0711186,0.026597,-0.0914227,-0.292099,1.22666,0.012582,0.0789515,0.508476,no,hom
YGL036W,YGL036W,,,,,,,,,,,,no,hom
YGL037C,PNC1,-0.0929542,0.0510374,0.278311,0.104243,-0.10764,0.0634513,-0.072757,0.0270873,-0.0269912,-0.123444,0.0379516,no,hom
YGL038C,OCH1,0.125459,0.447261,-0.0644541,0.727416,,,,,,,,no,hom
YGL039W,YGL039W,-0.0276829,0.0198987,-0.0125515,0.0672056,0.0402187,-0.085526,-0.0794827,0.044394,-0.134119,-0.0640448,-0.113364,no,hom
YGL040C,HEM2,-0.0670604,0.123994,0.0340068,-0.0835417,-0.0378411,0.101387,-0.0274427,-0.193686,-0.0634074,-0.1536,1.03689,yes,het
YGL041C,YGL041C,0.335448,-0.3038,-0.154088,-0.113425,-0.457372,-0.579878,1.65945,-0.00173375,0.0738069,-0.119419,-0.0666062,no,hom
YGL041C-B,YGL041C-B,0.162783,-0.0229585,-0.0246686,0.0762408,0.394604,-0.0341425,0.0290129,-0.0132069,0.0544043,-0.136099,0.0746482,no,hom
YGL042C,YGL042C,0.397985,-0.167136,0.344266,-0.0408338,0.15277,0.111423,-0.24687,0.337956,-0.0901239,0.0429212,0.0157754,no,hom
YGL043W,DST1,0.444783,-0.0289462,0.159692,0.327171,0.36717,-0.125625,0.145812,1.55614,-0.198612,-0.0394357,0.457376,no,hom
YGL044C,RNA15,-0.182905,0.13173,0.103783,0.0695391,-0.178433,0.221155,0.0409841,0.181343,-0.084654,-0.113256,-0.0523151,yes,het
YGL045W,RIM8,1.24911,-0.123329,0.128931,0.338343,0.0743915,0.0530092,-0.0432455,1.42062,0.191821,0.121299,1.03207,no,hom
YGL045W,RIM8,1.20423,0.0176869,0.252049,0.218623,-0.0895802,0.0322242,0.170663,1.5972,-0.0321562,0.103033,0.532642,no,hom
YGL046W,YGL046W,0.999313,-0.0172304,0.347494,0.232704,-0.159623,0.106017,-0.0705474,1.56163,0.264818,0.273651,0.624969,no,hom
YGL047W,ALG13,0.130639,-0.214949,0.0583856,-0.156917,0.00558469,-0.289585,0.505181,0.0470648,0.119182,-0.143143,0.840804,yes,het
YGL048C,RPT6,-0.0811575,-0.126623,0.106557,-0.0494499,-0.0353893,-0.0992738,-0.468551,-0.337,-0.0556773,-0.0372832,-0.2627,yes,het
YGL049C,TIF4632,-0.0460926,-0.0585923,0.177408,-0.0388382,0.0961704,0.0190364,-0.121571,-0.0349523,-0.0261374,-0.125101,-0.0132542,no,hom
YGL050W,TYW3,-0.0370802,-0.0926774,0.0212574,-0.104639,-0.0558724,-0.0476202,0.116651,-0.102643,0.0254021,-0.0548459,-0.0159251,no,hom
YGL051W,MST27,-0.0618632,-0.0350237,-0.0665101,-0.137702,-0.0155036,0.0135944,0.0144004,-0.131995,0.0652331,0.0771187,0.0889497,no,hom
YGL053W,PRM8,-0.0605219,-0.0103745,-0.00130382,-0.121016,-0.0321435,-0.0239969,-0.0686901,0.094634,-0.038798,-0.105222,0.0523162,no,hom
YGL054C,ERV14,1.08163,0.861124,0.899141,-0.00984425,0.326026,0.479778,0.194375,1.73614,0.0204891,0.2404,0.334694,no,hom
YGL055W,OLE1,-0.129705,-0.0192968,0.167473,0.0988499,0.0656647,0.137122,-0.0694313,-0.202637,-0.0704326,-0.0502428,-0.511478,yes,het
YGL056C,SDS23,-0.228326,-0.00995373,0.0365577,0.052718,-0.117193,0.0152272,-0.12597,-0.091603,-0.111411,-0.0058429,0.0347519,no,hom
YGL057C,YGL057C,-0.206406,-0.166282,-0.040313,-0.130325,-0.151873,-0.0136701,-0.394667,-0.282743,0.029174,-0.0489231,-0.252242,no,hom
YGL058W,RAD6,,,,,-0.148575,0.0897185,0.234458,,,,,no,hom
YGL059W,PKP2,-0.0100645,-0.111454,-0.0322413,-0.0912856,0.0394684,-0.0630002,-0.130876,-0.0373104,0.105215,-0.189462,-0.0454038,no,hom
YGL060W,YBP2,-0.090569,-0.155546,-0.0594229,0.230441,0.111294,-0.210827,0.702666,-0.0621239,0.0463467,-0.158093,-0.115612,no,hom
YGL061C,DUO1,-0.0422183,-0.0754209,0.0303243,-0.0192757,0.0359954,-0.0470596,-0.0463177,-0.0148199,-0.106462,-0.0750985,0.131182,yes,het
YGL062W,PYC1,-0.107904,-0.242055,0.0353578,-0.1399,-0.000659312,-0.0640458,-0.133959,-0.115529,0.000297476,0.0421882,-0.261316,no,hom
YGL063W,PUS2,0.167765,0.000225794,-0.0403385,0.0123633,0.234416,-0.111821,0.0915454,0.147605,0.222247,-0.0829048,-0.0738067,no,hom
YGL064C,MRH4,-0.243066,0.0871075,0.0998178,0.330138,-0.0161641,-0.0351466,-0.440574,-0.718684,-0.222288,-0.319645,-0.147047,no,hom
YGL065C,ALG2,0.10471,0.050085,0.0240728,0.0573983,-0.00641153,0.185762,-0.357028,-0.0754211,-0.122647,0.0503235,0.149685,yes,het
YGL066W,SGF73,-0.182693,-0.130404,0.0963597,0.176097,0.0263931,0.0510905,0.132393,-0.382546,0.051289,-0.201002,-0.157019,no,hom
YGL067W,NPY1,-0.0780695,-0.0694441,0.0792745,-0.122621,-0.00953071,0.0199248,-0.0453569,0.00644402,-0.0473322,-0.157226,-0.0116757,no,hom
YGL068W,MNP1,-0.00037665,0.0925442,0.10024,-0.074011,-0.041126,0.10214,-0.356542,0.0389946,0.123157,0.15841,0.967799,yes,het
YGL069C,YGL069C,0.0466278,0.0105247,0.0944028,0.0654918,0.0586895,0.0901337,0.0159203,-0.1232,0.159427,-0.0563356,0.358254,yes,het
YGL070C,RPB9,0.210561,0.174262,-0.187937,0.242965,-0.173832,0.436626,0.119951,-0.681982,0.195393,,,no,hom
YGL071W,AFT1,0.384377,0.436231,0.484564,0.788243,0.11359,0.469242,0.982483,1.51583,1.26301,1.38445,-0.58299,no,hom
YGL072C,YGL072C,-0.0675096,-0.150323,-0.194621,-0.347998,-0.278088,-0.327214,-0.384996,0.455122,-0.0502202,-0.196061,-0.105017,no,hom
YGL073W,HSF1,0.189817,-0.059024,0.0502138,-0.051427,-0.00266788,-0.0755909,-0.00593136,-0.0208998,-0.0894742,-0.070002,0.0627045,yes,het
YGL074C,YGL074C,0.280406,-0.0667583,-0.0116033,0.0504336,0.164394,-0.100108,0.609815,0.12879,-0.13895,-0.0855547,0.0682179,yes,het
YGL075C,MPS2,-0.0798008,-0.119088,0.00935059,-0.141692,-0.371685,-0.20851,0.565008,0.314656,0.0263084,-0.231126,0.221586,yes,het
YGL076C,RPL7A,-0.552662,0.660114,-0.584233,0.291615,-0.273106,-0.188761,-0.732162,-0.748156,-0.276387,-0.276622,-0.106191,no,hom
YGL077C,HNM1,0.63831,-0.0530648,0.0999059,-0.0370346,0.0344196,0.0133832,0.0978845,-0.200096,0.115824,-0.153508,-0.179956,no,hom
YGL078C,DBP3,-0.460912,-0.0840628,-0.139687,-0.430965,-0.142574,-0.315829,-0.779892,-0.746608,-0.337984,-0.233734,-0.143041,no,hom
YGL079W,YGL079W,-0.0396738,-0.0707328,-0.0199814,-0.0987664,0.191185,0.0723762,-0.228056,0.392577,0.0318025,0.331855,-0.215451,no,hom
YGL080W,FMP37,-0.206772,-0.100155,-0.231311,0.207396,-0.0225715,0.0161759,-0.323878,-0.335581,-0.138202,-0.170975,0.0584396,no,hom
YGL081W,YGL081W,-0.0204546,0.0712853,-0.0116332,0.0718025,-0.0531176,-0.0261387,-0.0729346,-0.112019,0.0206907,-0.0468328,0.156924,no,hom
YGL081W,YGL081W,0.00628548,0.0173827,0.165178,-0.0352938,0.0133323,0.038013,-0.0287218,0.0753285,-0.0450856,-0.00504546,-0.0348781,no,hom
YGL082W,YGL082W,0.00109478,0.00348607,0.0405683,0.148764,-0.0562867,-0.0554917,-0.0258009,0.158292,-0.0961398,-0.101044,0.0266508,no,hom
YGL083W,SCY1,-0.0117527,0.0131998,0.0427961,-0.00235693,0.00999463,0.0484442,-0.0691361,0.010558,-0.00528838,-0.0404244,-0.0150592,no,hom
YGL084C,GUP1,1.36509,0.252331,0.626246,0.739872,0.315279,0.983671,-0.482313,-0.147192,-0.0225469,0.845493,0.358407,no,hom
YGL085W,YGL085W,-0.0355578,-0.113553,0.0658288,-0.0881367,0.0740384,-0.00392284,-0.121282,-0.0750733,-0.0384222,-0.135489,-0.183501,no,hom
YGL086W,MAD1,-0.0483061,0.0102027,0.0312629,-0.0308487,0.0143684,0.073577,0.0181017,-0.0343798,0.034401,-0.0351326,0.0757686,no,hom
YGL087C,MMS2,-0.248039,-0.152333,-0.126303,-0.329467,0.0577787,-0.116773,0.120476,-0.26036,0.106196,-0.368446,0.312649,no,hom
YGL088W,YGL088W,-0.71254,-0.0207397,-0.563613,-0.432972,-0.157331,-0.580056,-1.06292,-0.802299,-0.24798,-0.454597,0.146421,no,hom
YGL089C,MF(ALPHA)2,-0.0733798,-0.0560303,-0.0555013,-0.237576,-0.0068878,-0.017397,0.0911847,-0.209394,0.0879983,0.0786197,0.0660149,no,hom
YGL090W,LIF1,-0.0752514,-0.141778,-0.0761971,-0.000833706,-0.0677684,-0.0788736,-0.0266759,-0.176702,0.0218639,-0.109883,-0.0104445,no,hom
YGL091C,NBP35,0.0568386,0.0233554,-0.0886578,0.0295268,0.0535274,-0.172127,0.438598,0.0363606,0.0864799,0.0741549,0.500261,yes,het
YGL092W,NUP145,-0.526253,-0.155432,-0.101495,-0.137541,-0.519051,-0.522946,0.225393,-0.0316141,-0.162013,-0.533317,-0.619011,yes,het
YGL093W,SPC105,3.73657,-0.413156,0.698624,-0.0725939,0.241712,-0.106013,4.68258,0.357572,0.189488,0.029649,0.673707,yes,het
YGL094C,PAN2,-0.224732,-0.0731456,0.0462791,-0.080751,-0.12082,0.0794505,-0.0191044,0.141217,-0.153851,0.112742,0.0792771,no,hom
YGL095C,VPS45,0.372291,-0.278358,0.660059,1.18352,-0.161449,0.134813,-0.759327,2.68639,1.07622,0.60681,0.302923,no,hom
YGL096W,TOS8,0.157923,-0.0458768,0.0977625,0.203567,0.0665946,-0.029472,0.0149818,0.00442914,0.0252286,-0.0860687,0.0186948,no,hom
YGL097W,SRM1,-0.123382,0.173216,0.0615534,-0.0645344,-0.00900837,0.0433262,-0.0137717,-0.0406325,-0.022852,-0.0329965,0.117392,yes,
YGL098W,USE1,-0.204458,0.00978761,-0.0292072,-0.140441,0.0132755,0.0502883,0.148368,-0.0633832,0.0673465,0.136923,0.202876,yes,het
YGL099W,LSG1,0.223424,-0.284739,-0.0645921,0.128771,-0.0332392,-0.277297,-0.609995,-0.322616,-0.288018,-0.243377,-0.828499,yes,het
YGL100W,SEH1,-0.179216,0.273095,1.47532,0.230904,0.838024,0.345515,0.826788,0.246788,0.0970429,0.420633,0.0899525,no,hom
YGL101W,YGL101W,-0.13621,0.058291,0.163766,-0.237302,-0.296679,0.0297932,-0.0728778,-0.00588827,0.0283301,0.249186,0.142371,no,hom
YGL101W,YGL101W,-0.285948,0.0937038,0.0217219,-0.101122,-0.177057,0.211439,-0.0823363,0.298149,0.000706303,0.206337,0.0450538,no,hom
YGL102C,YGL102C,0.0438209,-0.115687,-0.020007,-0.176897,-0.00570771,-0.221858,-0.811135,-0.206025,-0.207902,-0.0515975,-0.646448,yes,het
YGL103W,RPL28,0.38432,0.286264,0.0757441,0.0978388,0.139597,-0.238561,-0.932729,-0.183685,-0.186055,-0.080889,-0.625426,yes,het
YGL104C,VPS73,-0.530757,0.0743808,0.0611863,-0.143911,-0.140086,-0.0808457,-0.237395,-0.250322,-0.282462,0.309885,0.493728,no,hom
YGL104C,VPS73,-0.222453,-0.115806,0.0900269,0.0447766,0.0315231,0.214004,0.148158,0.110235,0.0927732,0.289009,0.291216,no,hom
YGL105W,ARC1,-0.954387,-0.250149,0.263741,0.0965838,0.135024,0.233631,-0.591768,-0.788744,0.0980549,0.166593,-0.241043,no,hom
YGL107C,RMD9,-0.431523,-0.11195,0.249071,-0.0439512,-0.0674811,0.208842,0.527085,-0.343441,-0.135368,-0.113094,-0.126243,no,hom
YGL108C,YGL108C,-0.0752194,0.0404099,0.27348,0.183759,0.083749,0.0247927,-0.0221574,-0.0386848,-0.0861682,0.118533,0.0193128,no,hom
YGL109W,YGL109W,-0.059535,-0.031033,0.0356116,-0.059535,-0.0689453,0.0851175,0.0357437,0.0632437,0.076843,-0.0807281,-0.0578037,no,hom
YGL110C,CUE3,0.0927294,-0.037901,0.0654503,-0.0232502,0.0559995,0.0804637,-0.0418417,-0.0373899,0.074155,-0.140599,-0.047057,no,hom
YGL111W,NSA1,-0.0996704,-0.110506,-0.116081,0.174188,0.178762,-0.0351418,-0.0712371,-0.0342709,-0.13859,-0.289764,-0.271893,yes,het
YGL112C,TAF6,0.0316553,0.209062,-0.0438364,-0.0270473,-0.0336104,0.0106184,-0.218622,0.0572404,-0.112807,0.217919,0.582439,yes,het
YGL113W,SLD3,0.35176,-0.041308,-0.135917,0.196908,0.00695335,0.539811,0.290835,0.178597,0.013534,0.251741,1.09182,yes,het
YGL114W,YGL114W,-0.167363,-0.0251814,0.0333299,-0.135543,-0.0584786,0.0977889,0.00131118,-0.0165834,-0.0151471,-0.072185,0.0438353,no,hom
YGL115W,SNF4,-0.676172,-0.685962,0.748277,0.931782,0.037669,1.21533,0.270458,-1.12251,-0.554052,-0.330739,-0.441841,no,hom
YGL116W,CDC20,-0.223937,-0.12433,0.443634,0.312259,-0.0384941,0.164784,-0.0640136,1.89353,-0.0072374,0.0218688,-1.03398,yes,het
YGL117W,YGL117W,0.0732456,0.265225,-0.032251,0.00680022,0.185919,0.244845,-0.0746739,-0.0907984,0.152619,0.217354,0.0585813,no,hom
YGL118C,YGL118C,-0.281897,-0.196372,-0.0260385,-0.059672,-0.180556,-0.138068,0.785727,-0.057177,-0.0603293,0.0527114,-0.0727424,no,hom
YGL119W,ABC1,0.100563,-0.157258,0.112482,0.327044,0.103458,-0.0577086,-0.0674463,-0.418955,0.0810518,-0.143607,-0.0837853,no,hom
YGL120C,PRP43,-0.135702,0.186789,0.0071077,-0.12333,-0.0453806,0.0237387,0.196356,-0.0644502,0.0486931,0.0996159,0.340227,yes,het
YGL121C,GPG1,-0.0119897,0.0802552,0.186661,0.085354,-0.00948617,0.157737,0.0362691,-0.0421866,0.0067111,0.0519752,-0.00128291,no,hom
YGL122C,NAB2,-0.502945,0.123972,0.104569,-0.289882,0.249934,0.0389604,0.0149212,-0.0421699,0.441071,0.128741,0.399443,yes,het
YGL123W,RPS2,-0.787097,-0.218694,-0.213937,-0.0901246,-0.0475058,-0.252749,-1.43212,-0.328651,-0.331437,-0.412285,-1.52956,yes,het
YGL124C,MON1,0.0534163,0.371549,0.0112808,-0.0376514,0.222341,-0.104345,-0.0901751,1.10365,0.0506792,0.136476,0.134595,no,hom
YGL125W,MET13,-0.301707,0.00404698,0.287117,-0.867306,-0.048988,0.173647,-0.236192,-0.141966,0.156316,0.0686694,0.0626993,no,hom
YGL126W,SCS3,-0.0970323,0.0829058,0.0771165,-0.061399,-0.106089,0.099555,-0.0507134,-0.1218,-0.0178225,0.0436759,0.0889965,no,hom
YGL127C,SOH1,-0.0897966,-0.115519,0.216208,-0.135488,-0.0789359,0.3245,-0.745624,0.177356,0.0275358,-0.179194,0.197225,no,hom
YGL128C,CWC23,0.0194556,-0.154691,-0.17931,0.226499,0.152716,-0.076414,0.055134,0.142903,0.16349,-0.257939,0.0726858,yes,het
YGL129C,RSM23,-0.444139,0.0183455,0.0135766,0.639534,0.085411,0.130729,-0.23225,-0.46811,-0.0651224,-0.386703,-0.0142776,no,hom
YGL130W,CEG1,-0.0152032,-0.165358,-0.0934411,0.0159181,0.00126158,-0.0338408,-0.159141,0.0706145,0.0548581,-0.143781,0.215436,yes,het
YGL131C,SNT2,-0.167321,0.0306246,-0.0526745,-0.0400122,-0.0491186,0.0549663,-0.0744004,0.00475424,-0.0836671,-0.083104,-0.0241804,no,hom
YGL132W,YGL132W,-0.0908669,-0.122657,-0.00437778,0.0513682,0.187276,0.0772373,0.0937364,-0.0355476,0.0413755,-0.240721,-0.0618921,no,hom
YGL133W,ITC1,-0.132934,-0.0593987,-0.0622119,-0.0694436,0.018447,0.0160602,-0.122342,0.102972,0.114498,0.0425928,0.247293,no,hom
YGL134W,PCL10,-0.0405342,-0.0799759,-0.0261495,-0.0419181,-0.00653832,-0.0230958,-0.0141204,-0.0821143,-0.0490583,-0.0715979,-0.0136167,no,hom
YGL135W,RPL1B,-0.905735,-0.0309465,-0.490888,0.687444,0.278046,-0.220505,-1.48708,,-0.549188,,-0.178486,no,hom
YGL136C,MRM2,-0.0347481,0.0331652,0.0214174,0.0419631,-0.0506026,-0.0368337,0.192675,-0.0300134,-0.0151269,0.229939,0.0245728,no,hom
YGL137W,SEC27,0.0413623,0.0364412,-0.0653752,-0.061404,0.0654389,0.0450806,0.257596,-0.0561916,0.167182,0.0651095,0.37373,yes,het
YGL138C,YGL138C,-0.0557051,-0.0135202,0.00875739,-0.0353839,-0.275544,-0.108019,0.706578,0.164667,-0.00851564,-0.142524,-0.0121624,no,hom
YGL139W,FLC3,-0.155105,0.0362029,0.00249208,-0.0562017,-0.00543038,0.208689,-0.0510904,-0.0653561,-0.0318183,-0.017532,-0.0568768,no,hom
YGL140C,YGL140C,-0.163263,0.0266481,0.00196197,-0.18041,-0.105974,0.132822,-0.104232,0.0342263,-0.0573092,0.159071,0.0992174,no,hom
YGL141W,HUL5,0.00153326,0.0428157,0.173313,-0.0905239,0.0325137,0.155303,0.002462,-0.144124,-0.0516242,0.336149,0.129107,no,hom
YGL142C,GPI10,-0.141496,0.124926,-0.0744336,-0.146969,0.203649,0.174213,0.567119,-0.0742885,-0.0100326,0.206062,-0.0412606,yes,het
YGL143C,MRF1,-0.305069,0.0474591,0.267765,0.150612,0.259995,0.127258,-0.444866,-0.64593,-0.387131,-0.146709,-0.360309,no,hom
YGL144C,ROG1,-0.234602,0.00416056,0.0885616,-0.127034,-0.117593,0.138904,0.0690096,0.178707,-0.151529,-0.0972188,0.0359203,no,hom
YGL145W,TIP20,-0.371872,0.360636,0.180344,-0.330259,-0.103641,0.151975,0.0445625,-0.0489091,0.0172376,0.123168,0.0678621,yes,het
YGL146C,YGL146C,-0.0198871,0.0243322,0.0703087,-0.00616258,-0.149655,0.0933701,0.130983,0.0708307,-0.0184683,0.0577256,0.170116,no,hom
YGL147C,RPL9A,-0.383424,0.0657542,-0.226977,-0.234746,-0.0112769,-0.182989,-0.661811,-0.732501,-0.0849015,-0.138243,-0.00821128,no,hom
YGL148W,ARO2,0.93981,0.947082,1.86533,0.575857,2.98599,1.81758,0.503787,1.18671,0.364722,1.19789,1.25398,no,hom
YGL149W,YGL149W,-0.386572,-0.185887,-0.0317732,-0.172859,-0.0467944,-0.0387996,-0.250515,-0.293088,-0.116279,0.0464157,-0.0529055,no,hom
YGL150C,INO80,-0.396099,-0.0219278,0.159344,-0.0410684,-0.0917175,0.101214,-0.311728,-0.241173,0.100787,-0.0423306,-0.39886,yes,het
YGL151W,NUT1,-0.174474,-0.0755723,-0.0155771,-0.0682891,-0.051136,0.0133577,-0.120792,0.222441,0.0566215,-0.0191381,0.184903,no,hom
YGL152C,YGL152C,-0.209467,-0.0735722,0.290317,-0.255199,-0.0766348,0.10887,-0.0400778,-0.0313302,-0.0207754,0.0386929,0.0469906,no,hom
YGL153W,PEX14,-0.0733243,0.0275272,0.178341,-0.0918369,0.0195314,0.0345744,-0.0439005,0.06715,-0.0190022,0.145172,0.0480481,no,hom
YGL154C,LYS5,-0.198152,0.0937783,0.0244645,-0.260314,-0.0818196,0.209034,-0.152309,-0.106356,-0.0846343,0.231952,0.131223,no,hom
YGL155W,CDC43,0.00274875,0.0181195,-0.0778853,-0.0512986,-0.051075,0.00858083,0.0899534,-0.0319694,-0.0739828,0.0180053,0.204568,yes,het
YGL156W,AMS1,-0.17949,-0.017495,0.00461661,-0.0277638,-0.06099,0.0433417,0.00141832,-0.05032,-0.0470224,0.0498787,0.0536701,no,hom
YGL157W,YGL157W,-0.0541184,-0.0274235,0.0406296,0.150952,0.0327545,-0.00593742,-0.0251779,-0.0645515,-0.0794613,-0.0578049,0.041726,no,hom
YGL158W,RCK1,-0.0601228,0.0218138,0.20716,-0.129005,-0.086078,0.129277,-0.0583358,-0.132893,-0.0849601,0.250106,0.0253862,no,hom
YGL159W,YGL159W,-0.023519,0.0335925,0.129186,-0.0328633,-0.114352,0.0134833,-0.0161443,-0.00280468,0.1345,-0.12895,-0.100442,no,hom
YGL160W,AIM14,-0.104024,0.109403,0.0949678,-0.0934052,-0.0537905,0.116542,-0.0154802,0.100587,-0.0529097,-0.0743009,0.0884018,no,hom
